@1200	5A		
SIM_2_4	AZP	00:03.8	
SIM_2_4	AZP-SA	00:23.9	
SIM_2_5	ARISEL	01:02.7	
SIM_2_5	AZP-TABU	02:06.4	
SIM_2_5	AZP	00:02.9	
SIM_2_5	AZP-SA	00:21.5	
SIM_2_6	ARISEL	00:48.1	
SIM_2_6	AZP-TABU	01:26.7	
SIM_2_6	AZP	00:06.3	
SIM_2_6	AZP-SA	00:30.5	
SIM_2_7	ARISEL	01:02.8	
SIM_2_7	AZP-TABU	01:18.2	
SIM_2_7	AZP	00:05.7	
SIM_2_7	AZP-SA	01:00.8	
SIM_2_8	ARISEL	01:11.5	
SIM_2_8	AZP-TABU	02:43.2	
SIM_2_8	AZP	00:04.5	
SIM_2_8	AZP-SA	00:23.4	
SIM_2_9	ARISEL	00:58.0	
SIM_2_9	AZP-TABU	02:15.1	
SIM_2_9	AZP	00:11.2	
SIM_2_9	AZP-SA	00:17.6	
SIM_3_0	ARISEL	00:40.9	
SIM_3_0	AZP-TABU	01:06.5	
SIM_3_0	AZP	00:02.5	
SIM_3_0	AZP-SA	00:25.8	
SIM_3_1	ARISEL	00:37.1	
SIM_3_1	AZP-TABU	00:59.5	
SIM_3_1	AZP	00:02.0	
SIM_3_1	AZP-SA	00:21.9	
SIM_3_2	ARISEL	00:39.8	
SIM_3_2	AZP-TABU	01:09.5	
SIM_3_2	AZP	00:02.0	
SIM_3_2	AZP-SA	01:03.8	
SIM_3_3	ARISEL	00:41.1	
SIM_3_3	AZP-TABU	01:46.3	
SIM_3_3	AZP	00:05.1	
SIM_3_3	AZP-SA	00:20.6	
SIM_3_4	ARISEL	00:41.8	
SIM_3_4	AZP-TABU	01:48.6	
SIM_3_4	AZP	00:01.9	
SIM_3_4	AZP-SA	00:22.3	
SIM_3_5	ARISEL	00:55.8	
SIM_3_5	AZP-TABU	01:14.6	
SIM_3_5	AZP	00:07.2	
SIM_3_5	AZP-SA	00:25.7	
SIM_3_6	ARISEL	00:43.6	
SIM_3_6	AZP-TABU	01:38.7	
SIM_3_6	AZP	00:02.0	
SIM_3_6	AZP-SA	00:26.5	
SIM_3_7	ARISEL	01:00.8	
SIM_3_7	AZP-TABU	01:22.9	
SIM_3_7	AZP	00:02.7	
SIM_3_7	AZP-SA	00:25.8	
SIM_3_8	ARISEL	00:40.9	
SIM_3_8	AZP-TABU	00:50.9	
SIM_3_8	AZP	00:02.2	
SIM_3_8	AZP-SA	00:44.0	
SIM_3_9	ARISEL	00:41.6	
SIM_3_9	AZP-TABU	01:14.3	
SIM_3_9	AZP	00:03.3	
SIM_3_9	AZP-SA	00:33.2	
SIM_4_0	ARISEL	00:34.6	
SIM_4_0	AZP-TABU	01:38.0	
SIM_4_0	AZP	00:01.7	
SIM_4_0	AZP-SA	00:26.5	
SIM_4_1	ARISEL	00:36.1	
SIM_4_1	AZP-TABU	00:53.2	
SIM_4_1	AZP	00:06.7	
SIM_4_1	AZP-SA	00:26.9	
SIM_4_2	ARISEL	00:39.1	
SIM_4_2	AZP-TABU	00:33.3	
SIM_4_2	AZP	00:02.2	
SIM_4_2	AZP-SA	00:30.5	
SIM_4_3	ARISEL	00:39.2	
SIM_4_3	AZP-TABU	00:48.0	
SIM_4_3	AZP	00:05.7	
SIM_4_3	AZP-SA	00:53.3	
SIM_4_4	ARISEL	00:47.6	
SIM_4_4	AZP-TABU	00:48.9	
SIM_4_4	AZP	00:14.5	
SIM_4_4	AZP-SA	00:22.2	
SIM_4_5	ARISEL	00:38.8	
SIM_4_5	AZP-TABU	00:34.9	
SIM_4_5	AZP	00:05.9	
SIM_4_5	AZP-SA	00:23.9	
SIM_4_6	ARISEL	00:40.5	
SIM_4_6	AZP-TABU	00:33.7	
SIM_4_6	AZP	00:01.8	
SIM_4_6	AZP-SA	00:27.0	
SIM_4_7	ARISEL	00:41.2	
SIM_4_7	AZP-TABU	00:59.6	
SIM_4_7	AZP	00:05.3	
SIM_4_7	AZP-SA	00:25.2	
SIM_4_8	ARISEL	00:39.3	
SIM_4_8	AZP-TABU	01:10.5	
SIM_4_8	AZP	00:02.0	
SIM_4_8	AZP-SA	00:24.6	
SIM_4_9	ARISEL	00:39.4	
SIM_4_9	AZP-TABU	00:33.6	
SIM_4_9	AZP	00:03.2	
SIM_4_9	AZP-SA	00:31.0	
SIM_2_0	geoSOM	00:10.1	
SIM_2_1	geoSOM	00:10.2	
SIM_2_2	geoSOM	00:10.3	
SIM_2_3	geoSOM	00:10.2	
SIM_2_4	geoSOM	00:10.1	
SIM_2_5	geoSOM	00:10.1	
SIM_2_6	geoSOM	00:10.3	
SIM_2_7	geoSOM	00:10.1	
SIM_2_8	geoSOM	00:10.2	
SIM_2_9	geoSOM	00:10.3	
SIM_3_0	geoSOM	00:10.1	
SIM_3_1	geoSOM	00:10.1	
SIM_3_2	geoSOM	00:10.2	
SIM_3_3	geoSOM	00:10.3	
SIM_3_4	geoSOM	00:10.1	
SIM_3_5	geoSOM	00:10.2	
SIM_3_6	geoSOM	00:10.2	
SIM_3_7	geoSOM	00:10.1	
SIM_3_8	geoSOM	00:10.2	
SIM_3_9	geoSOM	00:10.1	
SIM_4_0	geoSOM	00:10.1	
SIM_4_1	geoSOM	00:10.3	
SIM_4_2	geoSOM	00:10.3	
SIM_4_3	geoSOM	00:10.2	
SIM_4_4	geoSOM	00:10.2	
SIM_4_5	geoSOM	00:10.1	
SIM_4_6	geoSOM	00:10.1	
SIM_4_7	geoSOM	00:10.3	
SIM_4_8	geoSOM	00:10.0	
SIM_4_9	geoSOM	00:10.2	
			
@300 10A			
SIM_2_60	ARISEL	00:24.9	
SIM_2_60	AZP-TABU	00:22.9	
SIM_2_60	AZP	00:02.4	
SIM_2_60	AZP-SA	00:15.5	
SIM_2_61	ARISEL	00:53.4	
SIM_2_61	AZP-TABU	00:14.4	
SIM_2_61	AZP	00:09.7	
SIM_2_61	AZP-SA	00:31.8	
SIM_2_62	ARISEL	00:19.4	
SIM_2_62	AZP-TABU	00:39.9	
SIM_2_62	AZP	00:03.3	
SIM_2_62	AZP-SA	00:17.6	
SIM_2_63	ARISEL	00:28.8	
SIM_2_63	AZP-TABU	00:32.4	
SIM_2_63	AZP	00:02.4	
SIM_2_63	AZP-SA	0:00:15	
SIM_2_64	ARISEL	00:38.2	
SIM_2_64	AZP-TABU	00:54.1	
SIM_2_64	AZP	00:05.3	
SIM_2_64	AZP-SA	00:29.2	
SIM_2_65	ARISEL	00:22.8	
SIM_2_65	AZP-TABU	00:40.7	
SIM_2_65	AZP	00:02.5	
SIM_2_65	AZP-SA	0:00:14	
SIM_2_66	ARISEL	00:33.1	
SIM_2_66	AZP-TABU	00:49.3	
SIM_2_66	AZP	00:02.3	
SIM_2_66	AZP-SA	00:26.6	
SIM_2_67	ARISEL	00:33.8	
SIM_2_67	AZP-TABU	00:11.4	
SIM_2_67	AZP	00:02.0	
SIM_2_67	AZP-SA	00:20.6	
SIM_2_68	ARISEL	00:26.0	
SIM_2_68	AZP-TABU	00:43.8	
SIM_2_68	AZP	00:06.4	
SIM_2_68	AZP-SA	00:17.3	
SIM_2_69	ARISEL	00:34.1	
SIM_2_69	AZP-TABU	00:38.1	
SIM_2_69	AZP	00:04.6	
SIM_2_69	AZP-SA	00:16.3	
SIM_3_60	ARISEL	00:27.3	
SIM_3_60	AZP-TABU	00:16.8	
SIM_3_60	AZP	00:03.3	
SIM_3_60	AZP-SA	00:15.5	
SIM_3_61	ARISEL	00:17.6	
SIM_3_61	AZP-TABU	00:20.7	
SIM_3_61	AZP	00:02.4	
SIM_3_61	AZP-SA	00:13.7	
SIM_3_62	ARISEL	00:36.7	
SIM_3_62	AZP-TABU	00:38.8	
SIM_3_62	AZP	00:04.2	
SIM_3_62	AZP-SA	00:27.2	
SIM_3_63	ARISEL	00:17.1	
SIM_3_63	AZP-TABU	00:26.0	
SIM_3_63	AZP	00:02.2	
SIM_3_63	AZP-SA	00:19.2	
SIM_3_64	ARISEL	00:17.8	
SIM_3_64	AZP-TABU	00:33.4	
SIM_3_64	AZP	00:03.3	
SIM_3_64	AZP-SA	00:21.9	
SIM_3_65	ARISEL	00:26.8	
SIM_3_65	AZP-TABU	00:27.2	
SIM_3_65	AZP	00:02.1	
SIM_3_65	AZP-SA	00:29.8	
SIM_3_66	ARISEL	00:20.3	
SIM_3_66	AZP-TABU	00:41.2	
SIM_3_66	AZP	00:03.1	
SIM_3_66	AZP-SA	00:15.2	
SIM_3_67	ARISEL	00:21.7	
SIM_3_67	AZP-TABU	0:00:28	
SIM_3_67	AZP	00:04.1	
SIM_3_67	AZP-SA	00:16.4	
SIM_3_68	ARISEL	00:22.8	
SIM_3_68	AZP-TABU	00:39.4	
SIM_3_68	AZP	00:03.5	
SIM_3_68	AZP-SA	00:21.4	
SIM_3_69	ARISEL	00:28.3	
SIM_3_69	AZP-TABU	00:35.8	
SIM_3_69	AZP	00:02.7	
SIM_3_69	AZP-SA	00:16.3	
SIM_4_60	ARISEL	00:16.7	
SIM_4_60	AZP-TABU	00:23.8	
SIM_4_60	AZP	00:02.0	
SIM_4_60	AZP-SA	00:14.0	
SIM_4_61	ARISEL	00:19.6	
SIM_4_61	AZP-TABU	00:16.5	
SIM_4_61	AZP	00:02.8	
SIM_4_61	AZP-SA	00:17.5	
SIM_4_62	ARISEL	00:26.0	
SIM_4_62	AZP-TABU	00:12.0	
SIM_4_62	AZP	00:02.0	
SIM_4_62	AZP-SA	00:13.9	
SIM_4_63	ARISEL	00:33.3	
SIM_4_63	AZP-TABU	00:16.0	
SIM_4_63	AZP	00:02.0	
SIM_4_63	AZP-SA	0:00:17	
SIM_4_64	ARISEL	00:18.7	
SIM_4_64	AZP-TABU	00:21.1	
SIM_4_64	AZP	00:06.9	
SIM_4_64	AZP-SA	00:18.0	
SIM_4_65	ARISEL	00:17.1	
SIM_4_65	AZP-TABU	00:21.5	
SIM_4_65	AZP	00:02.1	
SIM_4_65	AZP-SA	00:37.1	
SIM_4_66	ARISEL	00:17.0	
SIM_4_66	AZP-TABU	00:22.6	
SIM_4_66	AZP	00:02.2	
SIM_4_66	AZP-SA	00:13.6	
SIM_4_67	ARISEL	00:17.8	
SIM_4_67	AZP-TABU	00:13.7	
SIM_4_67	AZP	00:02.1	
SIM_4_67	AZP-SA	00:17.6	
SIM_4_68	ARISEL	00:17.0	
SIM_4_68	AZP-TABU	00:32.3	
SIM_4_68	AZP	00:03.0	
SIM_4_68	AZP-SA	00:16.0	
SIM_4_69	ARISEL	00:22.6	
SIM_4_69	AZP-TABU	00:55.3	
SIM_4_69	AZP	00:02.7	
SIM_4_69	AZP-SA	00:15.2	
SIM_2_0	geoSOM	00:09.9	
SIM_2_1	geoSOM	0:00:10	
SIM_2_2	geoSOM	00:09.9	
SIM_2_3	geoSOM	00:10.0	
SIM_2_4	geoSOM	00:10.0	
SIM_2_5	geoSOM	00:09.9	
SIM_2_6	geoSOM	00:10.0	
SIM_2_7	geoSOM	00:09.9	
SIM_2_8	geoSOM	00:10.0	
SIM_2_9	geoSOM	00:10.0	
SIM_3_0	geoSOM	00:10.0	
SIM_3_1	geoSOM	00:09.9	
SIM_3_2	geoSOM	00:10.0	
SIM_3_3	geoSOM	00:10.0	
SIM_3_4	geoSOM	00:10.0	
SIM_3_5	geoSOM	00:10.0	
SIM_3_6	geoSOM	00:10.0	
SIM_3_7	geoSOM	00:10.0	
SIM_3_8	geoSOM	00:10.5	
SIM_3_9	geoSOM	00:10.0	
SIM_4_0	geoSOM	00:10.0	
SIM_4_1	geoSOM	00:10.0	
SIM_4_2	geoSOM	00:10.0	
SIM_4_3	geoSOM	00:10.0	
SIM_4_4	geoSOM	00:10.0	
SIM_4_5	geoSOM	0:00:10	
SIM_4_6	geoSOM	00:10.0	
SIM_4_7	geoSOM	0:00:10	
SIM_4_8	geoSOM	00:10.0	
SIM_4_9	geoSOM	00:10.0	
			
@300 10B			
SIM_2_60	ARISEL	00:28.6	
SIM_2_60	AZP-TABU	00:33.6	
SIM_2_60	AZP	00:03.9	
SIM_2_60	AZP-SA	00:21.5	
SIM_2_61	ARISEL	00:26.1	
SIM_2_61	AZP-TABU	00:36.0	
SIM_2_61	AZP	00:06.5	
SIM_2_61	AZP-SA	00:16.4	
SIM_2_62	ARISEL	00:19.3	
SIM_2_62	AZP-TABU	00:42.0	
SIM_2_62	AZP	00:03.6	
SIM_2_62	AZP-SA	00:18.0	
SIM_2_63	ARISEL	00:22.8	
SIM_2_63	AZP-TABU	00:26.9	
SIM_2_63	AZP	00:03.4	
SIM_2_63	AZP-SA	00:38.2	
SIM_2_64	ARISEL	00:25.1	
SIM_2_64	AZP-TABU	00:45.6	
SIM_2_64	AZP	00:04.3	
SIM_2_64	AZP-SA	00:14.6	
SIM_2_65	ARISEL	00:33.1	
SIM_2_65	AZP-TABU	00:40.6	
SIM_2_65	AZP	00:11.3	
SIM_2_65	AZP-SA	00:19.5	
SIM_2_66	ARISEL	00:27.3	
SIM_2_66	AZP-TABU	01:08.0	
SIM_2_66	AZP	00:05.7	
SIM_2_66	AZP-SA	00:19.3	
SIM_2_67	ARISEL	00:27.5	
SIM_2_67	AZP-TABU	00:42.6	
SIM_2_67	AZP	00:04.6	
SIM_2_67	AZP-SA	00:19.2	
SIM_2_68	ARISEL	00:28.6	
SIM_2_68	AZP-TABU	00:22.0	
SIM_2_68	AZP	00:03.6	
SIM_2_68	AZP-SA	00:20.8	
SIM_2_69	ARISEL	00:41.0	
SIM_2_69	AZP-TABU	00:34.8	
SIM_2_69	AZP	00:04.3	
SIM_2_69	AZP-SA	00:15.2	
SIM_3_60	ARISEL	00:19.5	
SIM_3_60	AZP-TABU	00:32.2	
SIM_3_60	AZP	00:02.3	
SIM_3_60	AZP-SA	00:32.2	
SIM_3_61	ARISEL	00:25.9	
SIM_3_61	AZP-TABU	00:10.4	
SIM_3_61	AZP	00:02.7	
SIM_3_61	AZP-SA	00:55.1	
SIM_3_62	ARISEL	00:16.3	
SIM_3_62	AZP-TABU	00:22.7	
SIM_3_62	AZP	00:02.0	
SIM_3_62	AZP-SA	00:18.8	
SIM_3_63	ARISEL	00:18.9	
SIM_3_63	AZP-TABU	00:33.0	
SIM_3_63	AZP	00:02.9	
SIM_3_63	AZP-SA	00:17.4	
SIM_3_64	ARISEL	00:19.6	
SIM_3_64	AZP-TABU	00:33.8	
SIM_3_64	AZP	00:01.8	
SIM_3_64	AZP-SA	00:17.3	
SIM_3_65	ARISEL	00:25.4	
SIM_3_65	AZP-TABU	00:31.8	
SIM_3_65	AZP	00:04.6	
SIM_3_65	AZP-SA	00:15.8	
SIM_3_66	ARISEL	00:18.0	
SIM_3_66	AZP-TABU	00:16.4	
SIM_3_66	AZP	00:02.4	
SIM_3_66	AZP-SA	00:14.4	
SIM_3_67	ARISEL	00:20.2	
SIM_3_67	AZP-TABU	00:39.7	
SIM_3_67	AZP	00:02.4	
SIM_3_67	AZP-SA	00:14.1	
SIM_3_68	ARISEL	00:15.4	
SIM_3_68	AZP-TABU	00:25.7	
SIM_3_68	AZP	00:04.1	
SIM_3_68	AZP-SA	00:27.3	
SIM_3_69	ARISEL	00:17.3	
SIM_3_69	AZP-TABU	00:30.2	
SIM_3_69	AZP	00:03.6	
SIM_3_69	AZP-SA	00:15.3	
SIM_4_60	ARISEL	00:20.8	
SIM_4_60	AZP-TABU	00:24.5	
SIM_4_60	AZP	00:01.9	
SIM_4_60	AZP-SA	00:19.2	
SIM_4_61	ARISEL	00:14.7	
SIM_4_61	AZP-TABU	00:22.6	
SIM_4_61	AZP	00:02.9	
SIM_4_61	AZP-SA	00:36.3	
SIM_4_62	ARISEL	00:14.7	
SIM_4_62	AZP-TABU	00:15.8	
SIM_4_62	AZP	00:02.0	
SIM_4_62	AZP-SA	00:17.7	
SIM_4_63	ARISEL	00:15.3	
SIM_4_63	AZP-TABU	00:30.7	
SIM_4_63	AZP	00:01.8	
SIM_4_63	AZP-SA	00:19.0	
SIM_4_64	ARISEL	00:15.1	
SIM_4_64	AZP-TABU	00:22.6	
SIM_4_64	AZP	00:01.8	
SIM_4_64	AZP-SA	00:20.5	
SIM_4_65	ARISEL	00:15.1	
SIM_4_65	AZP-TABU	00:14.7	
SIM_4_65	AZP	00:01.8	
SIM_4_65	AZP-SA	00:19.3	
SIM_4_66	ARISEL	00:21.4	
SIM_4_66	AZP-TABU	00:24.9	
SIM_4_66	AZP	00:01.8	
SIM_4_66	AZP-SA	00:12.8	
SIM_4_67	ARISEL	00:15.0	
SIM_4_67	AZP-TABU	00:33.8	
SIM_4_67	AZP	00:03.8	
SIM_4_67	AZP-SA	00:29.9	
SIM_4_68	ARISEL	00:15.7	
SIM_4_68	AZP-TABU	00:17.8	
SIM_4_68	AZP	00:04.7	
SIM_4_68	AZP-SA	00:16.2	
SIM_4_69	ARISEL	00:14.8	
SIM_4_69	AZP-TABU	00:16.0	
SIM_4_69	AZP	00:01.9	
SIM_4_69	AZP-SA	00:17.0	
SIM_2_0	geoSOM	00:09.7	
SIM_2_1	geoSOM	00:09.9	
SIM_2_2	geoSOM	00:09.9	
SIM_2_3	geoSOM	00:09.8	
SIM_2_4	geoSOM	00:09.9	
SIM_2_5	geoSOM	00:09.8	
SIM_2_6	geoSOM	00:09.8	
SIM_2_7	geoSOM	00:09.9	
SIM_2_8	geoSOM	00:09.9	
SIM_2_9	geoSOM	00:09.9	
SIM_3_0	geoSOM	00:09.8	
SIM_3_1	geoSOM	00:09.8	
SIM_3_2	geoSOM	00:09.8	
SIM_3_3	geoSOM	00:09.9	
SIM_3_4	geoSOM	00:09.8	
SIM_3_5	geoSOM	00:09.8	
SIM_3_6	geoSOM	00:09.9	
SIM_3_7	geoSOM	00:09.8	
SIM_3_8	geoSOM	00:09.8	
SIM_3_9	geoSOM	00:09.8	
SIM_4_0	geoSOM	00:09.8	
SIM_4_1	geoSOM	00:09.7	
SIM_4_2	geoSOM	00:09.8	
SIM_4_3	geoSOM	00:09.9	
SIM_4_4	geoSOM	00:10.0	
SIM_4_5	geoSOM	00:10.0	
SIM_4_6	geoSOM	00:09.9	
SIM_4_7	geoSOM	00:09.9	
SIM_4_8	geoSOM	00:09.9	
SIM_4_9	geoSOM	00:10.0	
			
@300 15A			
SIM_2_0	ARISEL	00:26.6	
SIM_2_0	AZP-TABU	00:43.1	
SIM_2_0	AZP	00:08.2	
SIM_2_0	AZP-SA	00:43.7	
SIM_2_1	ARISEL	00:36.2	
SIM_2_1	AZP-TABU	00:56.0	
SIM_2_1	AZP	00:03.7	
SIM_2_1	AZP-SA	00:24.1	
SIM_2_2	ARISEL	00:27.4	
SIM_2_2	AZP-TABU	00:31.4	
SIM_2_2	AZP	00:04.0	
SIM_2_2	AZP-SA	00:43.4	
SIM_2_3	ARISEL	00:38.3	
SIM_2_3	AZP-TABU	00:50.2	
SIM_2_3	AZP	00:09.1	
SIM_2_3	AZP-SA	00:21.7	
SIM_2_4	ARISEL	00:40.3	
SIM_2_4	AZP-TABU	00:51.9	
SIM_2_4	AZP	00:04.5	
SIM_2_4	AZP-SA	00:30.3	
SIM_2_5	ARISEL	00:24.3	
SIM_2_5	AZP-TABU	00:48.7	
SIM_2_5	AZP	00:04.4	
SIM_2_5	AZP-SA	00:25.2	
SIM_2_6	ARISEL	00:33.2	
SIM_2_6	AZP-TABU	00:34.1	
SIM_2_6	AZP	00:08.5	
SIM_2_6	AZP-SA	00:29.1	
SIM_2_7	ARISEL	00:31.5	
SIM_2_7	AZP-TABU	00:52.4	
SIM_2_7	AZP	00:09.1	
SIM_2_7	AZP-SA	00:23.2	
SIM_2_8	ARISEL	00:27.6	
SIM_2_8	AZP-TABU	00:32.4	
SIM_2_8	AZP	00:06.5	
SIM_2_8	AZP-SA	00:44.6	
SIM_2_9	ARISEL	00:39.6	
SIM_2_9	AZP-TABU	00:25.8	
SIM_2_9	AZP	00:05.9	
SIM_2_9	AZP-SA	00:21.2	
SIM_3_0	ARISEL	00:18.4	
SIM_3_0	AZP-TABU	00:11.5	
SIM_3_0	AZP	00:06.7	
SIM_3_0	AZP-SA	00:20.2	
SIM_3_1	ARISEL	00:26.0	
SIM_3_1	AZP-TABU	00:27.3	
SIM_3_1	AZP	00:04.9	
SIM_3_1	AZP-SA	00:23.8	
SIM_3_2	ARISEL	00:27.4	
SIM_3_2	AZP-TABU	00:23.8	
SIM_3_2	AZP	00:04.8	
SIM_3_2	AZP-SA	00:32.9	
SIM_3_3	ARISEL	00:26.9	
SIM_3_3	AZP-TABU	00:34.5	
SIM_3_3	AZP	00:07.8	
SIM_3_3	AZP-SA	00:23.1	
SIM_3_4	ARISEL	00:29.0	
SIM_3_4	AZP-TABU	00:37.1	
SIM_3_4	AZP	00:06.1	
SIM_3_4	AZP-SA	00:30.5	
SIM_3_5	ARISEL	00:23.1	
SIM_3_5	AZP-TABU	00:25.9	
SIM_3_5	AZP	00:06.6	
SIM_3_5	AZP-SA	00:22.0	
SIM_3_6	ARISEL	00:22.9	
SIM_3_6	AZP-TABU	00:28.6	
SIM_3_6	AZP	00:11.4	
SIM_3_6	AZP-SA	00:23.4	
SIM_3_7	ARISEL	00:22.0	
SIM_3_7	AZP-TABU	00:27.8	
SIM_3_7	AZP	00:05.1	
SIM_3_7	AZP-SA	00:45.0	
SIM_3_8	ARISEL	00:30.2	
SIM_3_8	AZP-TABU	00:11.9	
SIM_3_8	AZP	00:05.5	
SIM_3_8	AZP-SA	00:19.9	
SIM_3_9	ARISEL	00:37.9	
SIM_3_9	AZP-TABU	00:21.0	
SIM_3_9	AZP	00:05.4	
SIM_3_9	AZP-SA	00:29.4	
SIM_4_85	ARISEL	00:21.9	
SIM_4_85	AZP-TABU	00:14.5	
SIM_4_85	AZP	00:09.9	
SIM_4_85	AZP-SA	00:24.9	
SIM_4_86	ARISEL	00:31.9	
SIM_4_86	AZP-TABU	00:12.4	
SIM_4_86	AZP	00:04.0	
SIM_4_86	AZP-SA	00:20.9	
SIM_4_87	ARISEL	00:20.6	
SIM_4_87	AZP-TABU	00:08.9	
SIM_4_87	AZP	00:03.5	
SIM_4_87	AZP-SA	00:19.9	
SIM_4_88	ARISEL	00:24.1	
SIM_4_88	AZP-TABU	00:33.7	
SIM_4_88	AZP	00:04.5	
SIM_4_88	AZP-SA	00:19.8	
SIM_4_89	ARISEL	00:30.5	
SIM_4_89	AZP-TABU	00:11.1	
SIM_4_89	AZP	00:04.2	
SIM_4_89	AZP-SA	00:27.9	
SIM_4_90	ARISEL	00:21.8	
SIM_4_90	AZP-TABU	00:26.3	
SIM_4_90	AZP	00:05.7	
SIM_4_90	AZP-SA	00:27.5	
SIM_4_91	ARISEL	00:29.0	
SIM_4_91	AZP-TABU	01:14.1	
SIM_4_91	AZP	00:06.8	
SIM_4_91	AZP-SA	00:46.1	
SIM_4_92	ARISEL	00:22.7	
SIM_4_92	AZP-TABU	00:17.0	
SIM_4_92	AZP	00:03.9	
SIM_4_92	AZP-SA	00:26.0	
SIM_4_93	ARISEL	00:35.0	
SIM_4_93	AZP-TABU	00:19.4	
SIM_4_93	AZP	00:04.3	
SIM_4_93	AZP-SA	00:18.7	
SIM_4_94	ARISEL	00:22.7	
SIM_4_94	AZP-TABU	00:23.8	
SIM_4_94	AZP	00:04.3	
SIM_4_94	AZP-SA	00:24.9	
SIM_2_0	geoSOM	00:09.8	
SIM_2_1	geoSOM	00:09.8	
SIM_2_2	geoSOM	00:09.7	
SIM_2_3	geoSOM	00:09.8	
SIM_2_4	geoSOM	00:09.8	
SIM_2_5	geoSOM	00:09.6	
SIM_2_6	geoSOM	00:09.5	
SIM_2_7	geoSOM	00:09.8	
SIM_2_8	geoSOM	00:09.7	
SIM_2_9	geoSOM	00:09.7	
SIM_3_0	geoSOM	00:09.6	
SIM_3_1	geoSOM	00:09.8	
SIM_3_2	geoSOM	00:09.6	
SIM_3_3	geoSOM	00:09.9	
SIM_3_4	geoSOM	00:10.3	
SIM_3_5	geoSOM	00:09.8	
SIM_3_6	geoSOM	00:10.0	
SIM_3_7	geoSOM	00:09.8	
SIM_3_8	geoSOM	00:09.7	
SIM_3_9	geoSOM	00:09.7	
SIM_4_0	geoSOM	00:09.9	
SIM_4_1	geoSOM	00:09.7	
SIM_4_2	geoSOM	00:09.8	
SIM_4_3	geoSOM	00:09.8	
SIM_4_4	geoSOM	00:09.9	
SIM_4_5	geoSOM	00:09.8	
SIM_4_6	geoSOM	00:09.5	
SIM_4_7	geoSOM	00:09.8	
SIM_4_8	geoSOM	00:09.7	
SIM_4_9	geoSOM	00:09.8	
			
@300 15B			
SIM_2_0	ARISEL	00:29.9	
SIM_2_0	AZP-TABU	01:00.4	
SIM_2_0	AZP	00:07.1	
SIM_2_0	AZP-SA	00:31.8	
SIM_2_1	ARISEL	00:33.0	
SIM_2_1	AZP-TABU	00:39.6	
SIM_2_1	AZP	00:04.3	
SIM_2_1	AZP-SA	00:27.2	
SIM_2_2	ARISEL	00:26.4	
SIM_2_2	AZP-TABU	00:52.0	
SIM_2_2	AZP	00:06.5	
SIM_2_2	AZP-SA	00:31.3	
SIM_2_3	ARISEL	00:30.8	
SIM_2_3	AZP-TABU	00:43.3	
SIM_2_3	AZP	00:10.0	
SIM_2_3	AZP-SA	00:24.1	
SIM_2_4	ARISEL	00:26.2	
SIM_2_4	AZP-TABU	00:31.8	
SIM_2_4	AZP	00:08.2	
SIM_2_4	AZP-SA	00:20.3	
SIM_2_5	ARISEL	00:29.8	
SIM_2_5	AZP-TABU	00:20.8	
SIM_2_5	AZP	00:06.2	
SIM_2_5	AZP-SA	00:21.3	
SIM_2_6	ARISEL	00:30.6	
SIM_2_6	AZP-TABU	00:27.1	
SIM_2_6	AZP	00:04.6	
SIM_2_6	AZP-SA	00:26.7	
SIM_2_7	ARISEL	00:26.1	
SIM_2_7	AZP-TABU	00:30.3	
SIM_2_7	AZP	00:09.0	
SIM_2_7	AZP-SA	00:24.7	
SIM_2_8	ARISEL	00:30.9	
SIM_2_8	AZP-TABU	00:34.0	
SIM_2_8	AZP	00:05.0	
SIM_2_8	AZP-SA	00:24.4	
SIM_2_9	ARISEL	00:42.9	
SIM_2_9	AZP-TABU	00:27.7	
SIM_2_9	AZP	00:08.1	
SIM_2_9	AZP-SA	00:28.5	
SIM_3_0	ARISEL	00:27.3	
SIM_3_0	AZP-TABU	00:16.3	
SIM_3_0	AZP	00:05.5	
SIM_3_0	AZP-SA	00:29.4	
SIM_3_1	ARISEL	00:30.5	
SIM_3_1	AZP-TABU	00:14.7	
SIM_3_1	AZP	00:04.0	
SIM_3_1	AZP-SA	01:02.9	
SIM_3_2	ARISEL	00:24.9	
SIM_3_2	AZP-TABU	00:23.2	
SIM_3_2	AZP	00:05.5	
SIM_3_2	AZP-SA	00:25.3	
SIM_3_3	ARISEL	00:26.8	
SIM_3_3	AZP-TABU	00:41.9	
SIM_3_3	AZP	00:03.7	
SIM_3_3	AZP-SA	00:22.8	
SIM_3_4	ARISEL	00:26.2	
SIM_3_4	AZP-TABU	00:28.5	
SIM_3_4	AZP	00:03.3	
SIM_3_4	AZP-SA	00:23.0	
SIM_3_5	ARISEL	00:26.6	
SIM_3_5	AZP-TABU	00:26.6	
SIM_3_5	AZP	00:04.5	
SIM_3_5	AZP-SA	00:27.9	
SIM_3_6	ARISEL	00:23.4	
SIM_3_6	AZP-TABU	00:36.8	
SIM_3_6	AZP	00:03.6	
SIM_3_6	AZP-SA	00:25.7	
SIM_3_7	ARISEL	00:26.6	
SIM_3_7	AZP-TABU	00:34.3	
SIM_3_7	AZP	00:04.2	
SIM_3_7	AZP-SA	00:24.5	
SIM_3_8	ARISEL	00:32.7	
SIM_3_8	AZP-TABU	00:13.2	
SIM_3_8	AZP	00:03.5	
SIM_3_8	AZP-SA	00:24.2	
